func_name,function_signature,filename,filepath,start_line,end_line,start_column,end_column,start_offset,end_offset,line_map
addFilter,core/src/main/java/hudson/util/PluginServletFilter.java:105:18::hudson.util.PluginServletFilter.void addFilter(Filterfilter),PluginServletFilter.java,core/src/main/java/hudson/util/PluginServletFilter.java,105,121,18,4,3979,4638,"[(105, '\'void addFilter(Filter filter) throws ServletException {\\n        Jenkins j = Jenkins.getInstanceOrNull();\\n\\n        PluginServletFilter container = null;\\n        if (j != null) {\\n            container = getInstance(j.servletContext);\\n        }\\n        // https://marvelution.atlassian.net/browse/JJI-188\\n        if (j == null || container == null) {\\n            // report who is doing legacy registration\\n            LOGGER.log(Level.WARNING, ""Filter instance is registered too early: "" + filter, new Exception());\\n            LEGACY.add(filter);\\n        } else {\\n            filter.init(container.config);\\n            container.list.add(filter);\\n        }\\n    }\'')]"
resolve,"core/src/main/java/hudson/EnvVars.java:362:18::hudson.EnvVars.void resolve(Map<String,String>env)",EnvVars.java,core/src/main/java/hudson/EnvVars.java,362,366,18,4,13721,13910,"[(362, ""'void resolve(Map<String, String> env) {\\n        for (Map.Entry<String, String> entry : env.entrySet()) {\\n            entry.setValue(Util.replaceMacro(entry.getValue(), env));\\n        }\\n    }'"")]"
setContext,core/src/main/java/org/acegisecurity/context/SecurityContextHolder.java:40:18::org.acegisecurity.context.SecurityContextHolder.void setContext(SecurityContextc),SecurityContextHolder.java,core/src/main/java/org/acegisecurity/context/SecurityContextHolder.java,40,42,18,4,1593,1732,"[(40, ""'void setContext(SecurityContext c) {\\n        org.springframework.security.core.context.SecurityContextHolder.setContext(c.toSpring());\\n    }'"")]"
getPluginFromAllSites,"core/src/main/java/hudson/model/UpdateCenter.java:730:20::hudson.model.UpdateCenter.List<Plugin> getPluginFromAllSites(StringartifactId,@CheckForNullVersionNumberminVersion)",UpdateCenter.java,core/src/main/java/hudson/model/UpdateCenter.java,730,740,20,4,28040,28419,"[(730, ""'List<Plugin> getPluginFromAllSites(String artifactId,\\n            @CheckForNull VersionNumber minVersion) {\\n        ArrayList<Plugin> result = new ArrayList<>();\\n        for (UpdateSite s : sites) {\\n            Plugin p = s.getPlugin(artifactId);\\n            if (checkMinVersion(p, minVersion)) {\\n                result.add(p);\\n            }\\n        }\\n        return result;\\n    }'"")]"
onLocationChanged,"core/src/main/java/hudson/model/listeners/ItemListener.java:139:11::hudson.model.listeners.ItemListener.void onLocationChanged(Itemitem,StringoldFullName,StringnewFullName)",ItemListener.java,core/src/main/java/hudson/model/listeners/ItemListener.java,139,139,11,86,5066,5141,"[(139, ""'void onLocationChanged(Item item, String oldFullName, String newFullName) {}'"")]"
renameToken,"core/src/main/java/jenkins/security/apitoken/ApiTokenStore.java:334:24::jenkins.security.apitoken.ApiTokenStore.boolean renameToken(@NonNullStringtokenUuid,@NonNullStringnewName)",ApiTokenStore.java,core/src/main/java/jenkins/security/apitoken/ApiTokenStore.java,334,344,24,4,12960,13401,"[(334, '\'boolean renameToken(@NonNull String tokenUuid, @NonNull String newName) {\\n        for (HashedToken token : tokenList) {\\n            if (token.uuid.equals(tokenUuid)) {\\n                token.rename(newName);\\n                return true;\\n            }\\n        }\\n\\n        LOGGER.log(Level.FINER, ""The target token for rename does not exist, for uuid = {0}, with desired name = {1}"", new Object[]{tokenUuid, newName});\\n        return false;\\n    }\'')]"
getExecutorByNumber,"test/src/test/java/hudson/model/ExecutorTest.java:66:12::hudson.model.ExecutorTest.Executor getExecutorByNumber(Computerc,intexecutorNumber)",ExecutorTest.java,test/src/test/java/hudson/model/ExecutorTest.java,66,73,12,4,2130,2386,"[(66, ""'Executor getExecutorByNumber(Computer c, int executorNumber) {\\n        for (Executor executor : c.getExecutors()) {\\n            if (executor.getNumber() == executorNumber) {\\n                return executor;\\n            }\\n        }\\n        return null;\\n    }'"")]"
write,core/src/main/java/hudson/util/io/RewindableFileOutputStream.java:71:11::hudson.util.io.RewindableFileOutputStream.void write(intb),RewindableFileOutputStream.java,core/src/main/java/hudson/util/io/RewindableFileOutputStream.java,71,73,11,4,2603,2674,"[(71, ""'void write(int b) throws IOException {\\n        current().write(b);\\n    }'"")]"
head,core/src/main/java/hudson/util/TextFile.java:114:20::hudson.util.TextFile.String head(intnumChars),TextFile.java,core/src/main/java/hudson/util/TextFile.java,114,127,20,4,3819,4232,"[(114, ""'String head(int numChars) throws IOException {\\n        char[] buf = new char[numChars];\\n        int read = 0;\\n        try (Reader r = new FileReader(file)) {\\n            while (read < numChars) {\\n                int d = r.read(buf, read, buf.length - read);\\n                if (d < 0)\\n                    break;\\n                read += d;\\n            }\\n\\n            return new String(buf, 0, read);\\n        }\\n    }'"")]"
delete,core/src/main/java/hudson/model/Fingerprint.java:1399:18::hudson.model.Fingerprint.void delete(@NonNullStringid),Fingerprint.java,core/src/main/java/hudson/model/Fingerprint.java,1399,1408,18,4,47682,48161,"[(1399, ""'void delete(@NonNull String id) throws IOException {\\n        FingerprintStorage configuredFingerprintStorage = FingerprintStorage.get();\\n        FingerprintStorage fileFingerprintStorage = ExtensionList.lookupSingleton(FileFingerprintStorage.class);\\n\\n        configuredFingerprintStorage.delete(id);\\n\\n        if (!(configuredFingerprintStorage instanceof FileFingerprintStorage) && fileFingerprintStorage.isReady()) {\\n            fileFingerprintStorage.delete(id);\\n        }\\n    }'"")]"
getPublisher,core/src/main/java/jenkins/model/Jenkins.java:1544:11::jenkins.model.Jenkins.Descriptor<Publisher> getPublisher(StringshortClassName),Jenkins.java,core/src/main/java/jenkins/model/Jenkins.java,1544,1546,11,4,57715,57843,"[(1544, ""'Descriptor<Publisher> getPublisher(String shortClassName) {\\n        return findDescriptor(shortClassName, Publisher.all());\\n    }'"")]"
getValue,"core/src/main/java/jenkins/util/xml/XMLUtils.java:234:18::jenkins.util.xml.XMLUtils.String getValue(Stringxpath,Documentdocument)",XMLUtils.java,core/src/main/java/jenkins/util/xml/XMLUtils.java,234,237,18,4,10853,11075,"[(234, ""'String getValue(String xpath, Document document) throws XPathExpressionException {\\n        XPath xPathProcessor = XPathFactory.newInstance().newXPath();\\n        return xPathProcessor.compile(xpath).evaluate(document);\\n    }'"")]"
maintainQueueAndForceRunOfLoadStatisticsUpdater,test/src/test/java/hudson/model/LabelLoadStatisticsQueueLengthTest.java:194:12::hudson.model.LabelLoadStatisticsQueueLengthTest.void maintainQueueAndForceRunOfLoadStatisticsUpdater(FreeStyleProjectproject),LabelLoadStatisticsQueueLengthTest.java,test/src/test/java/hudson/model/LabelLoadStatisticsQueueLengthTest.java,194,214,12,4,8251,9075,"[(194, '\'void maintainQueueAndForceRunOfLoadStatisticsUpdater(\\n            FreeStyleProject project) throws InterruptedException {\\n        Queue queue = j.getInstance().getQueue();\\n\\n        // ensure the queued items are in the right state, i.e. buildable rather\\n        // than waiting\\n        int count = 0;\\n        while (queue.getItem(project) instanceof WaitingItem && ++count < 100) {\\n            queue.maintain();\\n            Thread.sleep(10);\\n        }\\n\\n        assertTrue(\\n                ""After waiting there are buildable items in the build queue."",\\n                queue.getBuildableItems().size() > 0);\\n\\n        // create a LoadStatisticsUpdater, and run it in order to update the\\n        // load stats for all the labels\\n        LoadStatisticsUpdater updater = new LoadStatisticsUpdater();\\n        updater.doRun();\\n    }\'')]"
checkLinkFromItemExistsAndIsValid,"test/src/test/java/hudson/model/ListViewTest.java:133:12::hudson.model.ListViewTest.void checkLinkFromItemExistsAndIsValid(Itemitem,ItemGroupig,Itemtop,WebClientwebClient)",ListViewTest.java,test/src/test/java/hudson/model/ListViewTest.java,133,137,12,4,5187,5522,"[(133, ""'void checkLinkFromItemExistsAndIsValid(Item item, ItemGroup ig, Item top, WebClient webClient) throws IOException, SAXException {\\n      HtmlPage page = webClient.goTo(top.getUrl());\\n      HtmlAnchor link = page.getAnchorByText(Functions.getRelativeDisplayNameFrom(item, ig));\\n      webClient.getPage(top, link.getHrefAttribute());\\n    }'"")]"
basicAuth,cli/src/main/java/hudson/cli/CLIConnectionFactory.java:36:11::hudson.cli.CLIConnectionFactory.CLIConnectionFactory basicAuth(StringuserInfo),CLIConnectionFactory.java,cli/src/main/java/hudson/cli/CLIConnectionFactory.java,36,38,11,4,1062,1236,"[(36, '\'CLIConnectionFactory basicAuth(String userInfo) {\\n        return authorization(""Basic "" + Base64.getEncoder().encodeToString(userInfo.getBytes(StandardCharsets.UTF_8)));\\n    }\'')]"
createIv,core/src/main/java/hudson/cli/Connection.java:211:12::hudson.cli.Connection.IvParameterSpec createIv(SecretKeysessionKey),Connection.java,core/src/main/java/hudson/cli/Connection.java,211,213,12,4,7534,7648,"[(211, ""'IvParameterSpec createIv(SecretKey sessionKey) {\\n        return new IvParameterSpec(sessionKey.getEncoded());\\n    }'"")]"
subMap,"core/src/main/java/jenkins/model/lazy/AbstractLazyLoadRunMap.java:383:11::jenkins.model.lazy.AbstractLazyLoadRunMap.SortedMap<Integer,R> subMap(IntegerfromKey,IntegertoKey)",AbstractLazyLoadRunMap.java,core/src/main/java/jenkins/model/lazy/AbstractLazyLoadRunMap.java,383,401,11,4,13328,14114,"[(383, '""SortedMap<Integer, R> subMap(Integer fromKey, Integer toKey) {\\n        // TODO: if this method can produce a lazy map, that\'d be wonderful\\n        // because due to the lack of floor/ceil/higher/lower kind of methods\\n        // to look up keys in SortedMap, various places of Jenkins rely on\\n        // subMap+firstKey/lastKey combo.\\n\\n        R start = search(fromKey, DESC);\\n        if (start == null)    return EMPTY_SORTED_MAP;\\n\\n        R end = search(toKey, ASC);\\n        if (end == null)      return EMPTY_SORTED_MAP;\\n\\n        for (R i = start; i != end; ) {\\n            i = search(getNumberOf(i) - 1, DESC);\\n            assert i != null;\\n        }\\n\\n        return Collections.unmodifiableSortedMap(new BuildReferenceMapAdapter<>(this, index.byNumber.subMap(fromKey, toKey)));\\n    }""')]"
add,core/src/main/java/jenkins/model/ModelObjectWithContextMenu.java:217:15::jenkins.model.ContextMenu.ContextMenu add(Computerc),ModelObjectWithContextMenu.java,core/src/main/java/jenkins/model/ModelObjectWithContextMenu.java,217,222,15,8,7835,8071,"[(217, ""'ContextMenu add(Computer c) {\\n            return add(new MenuItem()\\n                .withDisplayName(c.getDisplayName())\\n                .withIconClass(c.getIconClassName())\\n                .withContextRelativeUrl(c.getUrl()));\\n        }'"")]"
makeTimeSpanString,"core/src/main/java/hudson/Util.java:788:19::hudson.Util.String makeTimeSpanString(longbigUnit,@NonNullStringbigLabel,longsmallUnit,@NonNullStringsmallLabel)",Util.java,core/src/main/java/hudson/Util.java,788,796,19,4,30897,31265,"[(788, '""String makeTimeSpanString(long bigUnit,\\n                                             @NonNull String bigLabel,\\n                                             long smallUnit,\\n                                             @NonNull String smallLabel) {\\n        String text = bigLabel;\\n        if (bigUnit < 10)\\n            text += \' \' + smallLabel;\\n        return text;\\n    }""')]"
isExcluded,"core/src/main/java/hudson/ProxyConfiguration.java:231:19::hudson.ProxyConfiguration.boolean isExcluded(Stringneedle,Stringhaystack)",ProxyConfiguration.java,core/src/main/java/hudson/ProxyConfiguration.java,231,233,19,4,7651,7809,"[(231, ""'boolean isExcluded(String needle, String haystack) {\\n        return getNoProxyHostPatterns(haystack).stream().anyMatch(p -> p.matcher(needle).matches());\\n    }'"")]"
requireDispatchAllowed,"core/src/main/java/jenkins/security/stapler/StaplerDispatchValidator.java:174:11::jenkins.security.stapler.StaplerDispatchValidator.void requireDispatchAllowed(@NonNullStaplerRequestreq,@NonNullStaplerResponsersp)",StaplerDispatchValidator.java,core/src/main/java/jenkins/security/stapler/StaplerDispatchValidator.java,174,183,11,4,7199,7626,"[(174, '\'void requireDispatchAllowed(@NonNull StaplerRequest req, @NonNull StaplerResponse rsp) throws CancelRequestHandlingException {\\n        if (DISABLED) {\\n            return;\\n        }\\n        Boolean status = isDispatchAllowed(req, rsp);\\n        if (status == null || !status) {\\n            LOGGER.fine(() -> ""Cancelling dispatch for "" + req.getRequestURI());\\n            throw new CancelRequestHandlingException();\\n        }\\n    }\'')]"
getItemTypeForItemFieldName,"core/src/main/java/hudson/util/xstream/MapperDelegate.java:90:11::hudson.util.xstream.MapperDelegate.Class getItemTypeForItemFieldName(ClassdefinedIn,StringitemFieldName)",MapperDelegate.java,core/src/main/java/hudson/util/xstream/MapperDelegate.java,90,92,11,4,2521,2679,"[(90, ""'Class getItemTypeForItemFieldName(Class definedIn, String itemFieldName) {\\n        return delegate.getItemTypeForItemFieldName(definedIn, itemFieldName);\\n    }'"")]"
hasCreatePermission2,"core/src/main/java/hudson/security/ACL.java:256:11::hudson.security.ACL.boolean hasCreatePermission2(@NonNullAuthenticationa,@NonNullItemGroupc,@NonNullTopLevelItemDescriptord)",ACL.java,core/src/main/java/hudson/security/ACL.java,256,263,11,4,9776,10246,"[(256, '\'boolean hasCreatePermission2(@NonNull Authentication a, @NonNull ItemGroup c,\\n                                       @NonNull TopLevelItemDescriptor d) {\\n        if (Util.isOverridden(ACL.class, getClass(), ""hasCreatePermission"", org.acegisecurity.Authentication.class, ItemGroup.class, TopLevelItemDescriptor.class)) {\\n            return hasCreatePermission(org.acegisecurity.Authentication.fromSpring(a), c, d);\\n        } else {\\n            return true;\\n        }\\n    }\'')]"
